t,neuron
120.882,1300
120.909,6300
120.974,9500
121.173,1600
121.212,7650
121.462,6850
121.808,4800
123.278,7450
123.444,7550
123.533,6950
123.809,7300
124.065,2600
124.079,5800
124.138,4950
124.198,7000
124.258,5850
124.352,2950
124.482,2000
124.573,5100
124.691,300
124.71,6800
124.916,8350
125.147,5200
125.132,8300
125.154,4750
125.171,4200
125.22,6500
125.282,7750
125.43,5900
125.572,1150
125.618,850
125.67,5000
125.734,1800
125.769,1000
125.976,7400
125.998,1050
126.05,600
126.058,3550
126.095,9200
126.121,5350
126.12,1100
126.121,4050
126.121,650
126.149,5250
126.161,4500
126.204,4700
126.25,6750
126.332,6300
126.366,9400
126.447,250
126.554,7800
126.559,8850
126.57,7900
126.715,100
126.784,5500
126.823,4650
126.848,7950
126.844,7200
127.036,3700
127.075,6100
127.157,2800
127.426,1850
127.455,8150
127.56,50
127.544,8450
127.557,1250
127.568,6550
127.622,2300
127.65,9050
128.054,8750
128.055,8000
128.16,8050
128.572,4000
128.694,7050
128.734,9800
128.987,2750
129.011,3050
129.124,8650
129.323,7850
129.363,900
129.635,8800
129.704,8550
129.827,5950
130.181,4300
130.42,2850
130.909,9700
131.026,1300
131.291,8600
131.624,5650
131.987,3300
131.969,5150
132.122,9450
132.179,9100
132.784,9300
132.892,6900
132.975,9850
132.979,7600
133.054,400
133.14,1400
133.272,200
133.373,450
133.553,1750
133.789,9600
133.983,3650
134.245,350
134.273,6450
134.295,7650
134.491,5750
134.491,8900
134.627,2900
134.764,1950
134.868,6050
134.915,4250
135.043,3200
135.156,2050
135.352,7250
135.378,4850
135.426,9750
135.434,750
135.455,4800
135.56,850
135.612,8750
135.836,3100
135.997,1250
136.259,1650
136.366,8100
136.517,4350
136.72,6600
136.743,6400
136.733,2250
136.739,4600
136.781,2500
136.895,1000
136.99,4950
137.028,5700
137.048,2350
137.121,3400
137.273,8700
137.314,8400
137.345,2650
137.35,2950
137.42,4400
137.516,9150
137.533,5000
137.867,7000
138.042,1800
138.145,6800
138.17,500
138.219,5350
138.217,9500
138.378,9800
138.42,9250
138.525,5600
138.522,5450
138.737,8200
138.792,0
138.859,550
138.951,7550
138.991,1450
139.287,3900
139.415,5800
139.501,6300
139.799,8600
139.818,3700
140.134,4450
140.274,9050
140.52,3750
140.547,100
140.795,7700
141.017,6700
141.236,5200
141.243,8800
141.422,8350
141.496,2200
141.531,8550
141.652,1550
141.645,6650
141.73,6450
141.975,5650
142.056,2550
142.103,3050
142.2,6500
142.239,9550
142.275,7450
142.714,3000
143.029,8250
143.299,7950
143.363,9450
143.625,150
143.603,3600
143.633,7250
143.72,3300
143.74,6750
143.942,1700
144.096,2800
144.54,5150
144.63,1300
144.734,8500
145.02,2900
145.268,4650
145.349,6900
145.524,9800
145.627,8300
145.896,4000
145.901,4300
145.96,3550
145.944,1750
145.958,7650
145.978,5100
146.227,5850
146.26,3200
146.43,1150
146.648,5700
146.849,1050
146.947,8150
146.911,2300
146.953,4200
147.393,7800
147.455,7900
147.555,4550
147.733,7300
148.039,8850
148.022,50
148.218,1350
148.526,8050
148.619,2850
148.666,7750
148.713,2750
148.776,1400
148.828,5050
148.847,3650
148.865,9500
149.019,950
149.079,6100
149.337,4500
149.398,6550
149.575,2050
149.661,6800
149.704,1800
149.907,550
150.007,5500
150.211,3100
150.253,7850
150.444,7050
150.555,7000
150.918,2950
150.933,9300
151.072,9400
151.111,1000
151.137,2150
151.244,850
151.427,5200
151.655,8750
151.662,5650
151.756,100
151.996,5750
152.352,7550
152.601,7600
152.646,450
152.674,2450
152.744,9850
152.774,8400
152.848,9950
153.105,5000
153.12,5950
153.239,1750
153.344,4800
153.423,8700
153.406,9350
153.497,6950
153.555,9100
153.584,5800
153.609,8350
153.676,4150
153.719,350
153.886,5250
154.043,6750
154.195,8250
154.327,200
154.476,5350
154.492,5400
154.492,8550
154.676,4950
154.694,9050
154.71,7950
154.834,900
154.855,8600
155.461,5100
155.633,2500
155.827,2400
155.882,4050
155.915,750
155.938,8000
155.979,8900
156.019,3700
156.555,4600
156.589,9150
157.058,7250
157.12,8800
157.392,1100
157.753,4350
157.769,4450
158.166,7650
158.456,8450
158.719,6200
158.869,6300
159.012,9800
159.03,4250
159.526,3900
159.962,2650
160.038,1450
160.027,1300
160.461,6050
160.525,3750
160.746,3050
160.753,800
160.88,150
160.875,3300
161.07,600
161.076,6850
161.375,9600
161.473,1600
161.455,400
161.585,6600
161.844,50
161.848,3650
161.925,650
161.965,2350
162.023,2700
162.136,7450
162.405,9100
162.422,1800
162.457,0
162.528,8750
162.611,8950
162.663,2950
162.822,1000
162.826,7900
162.86,7300
162.909,6900
162.98,1950
163.031,3000
163.047,5900
163.112,2050
163.375,5350
163.504,3100
163.605,2800
163.696,2000
163.964,4750
164.002,8250
164.043,8550
164.042,9550
164.177,1150
164.148,5950
164.186,5700
164.198,1700
164.429,7550
164.473,2900
164.704,4550
165.004,7700
165.088,4200
165.352,5450
165.52,7050
165.583,1350
165.995,5800
166.085,8650
166.104,7850
166.147,1250
166.233,200
166.337,9450
166.369,6500
166.442,9300
166.419,4300
166.429,8000
166.433,3550
