t,neuron
242.8,3200
243,50
243,7400
243.2,2500
243.3,6100
243.4,3100
243.4,6850
243.4,9950
243.7,5600
243.8,5250
243.8,9800
244,4650
244.2,3650
244.2,3700
244.2,4600
244.3,8550
244.6,8050
244.8,1250
244.8,9850
245,4850
245.2,7200
245.5,5150
245.5,5950
245.6,9500
245.7,1300
245.7,7650
245.7,9050
245.8,1450
245.8,3600
245.8,6300
245.8,6350
245.8,8000
245.8,8300
245.9,1050
245.9,8500
246,1400
246,5200
246.1,3050
246.4,6600
246.6,9550
246.7,4500
246.8,0
246.8,650
246.8,1100
246.8,6050
247,8450
247,8750
247.1,1600
247.1,2850
